Cell,Cbfa2t3h,Cdh1,Cdh5,Egfl7,Eif2b1,Erg,Ets1,Ets2,Etv2,Etv6,Fli1,FoxH1,FoxO4,Gata1,Gfi1,Gfi1b,HbbbH1,Hhex,HoxB2,HoxB4,HoxD8,Ikaros,Itga2b,Kdr,Kit,Ldb1,Lmo2,Lyl1,Mecom,Meis1,Mitf,Mrpl19,Myb,Nfe2,Notch1,Pecam1,Polr2a,Procr,Runx1,Sfpi1,Sox17,Sox7,Tal1,Tbx20,Tbx3,Ubc
4SGA9_199,-4.090674793,-14,-8.210195723,-4.176409233,1.094689668,-14,-14,-1.493192123,-14,-4.492900663,-1.233608383,0.365930918,-0.857373282,-2.417744313,-14,0.361934078,5.377191528,-14,-14,-14,-14,-3.392860533,-3.152173563,-5.635126473,-2.568293183,-1.536504723,-14,-4.151291933,-14,-14,-14,-2.088717003,-0.965394073,-2.421029553,-14,-2.385632773,-1.107860273,-14,-3.507902703,-14,-14,-14,-1.529061603,-14,-14,2.101887608
4SGA9_200,-4.504388328,-14,-14,-5.610185168,1.132974313,-14,-14,-2.328469448,-14,-6.038239948,-2.104602078,0.740423303,-1.468496498,-2.401026268,-14,-1.440899128,6.917312891,-4.903760368,-14,-14,-14,-4.178008418,-5.390228888,-14,-4.003731918,-3.323359338,-5.577016798,-1.799250758,-14,-14,-5.599988248,-1.542162278,-2.877819158,-2.551909528,-14,-4.543827058,-1.076818278,-14,-2.234684678,-14,-14,-14,-2.782726508,-14,-14,1.486006243
4SGA9_201,-2.629137588,-14,-14,-9.835573208,0.592861693,-14,-14,-2.940740918,-14,-3.570146718,-4.555500538,0.462474953,-1.184783428,-1.665150718,-14,-1.951871638,6.79410684,-4.623634218,-14,-14,-14,-2.283434558,-4.481893328,-14,-5.418220628,-0.858587327,-6.052929708,-0.904002317,-14,-14,-14,-1.505571388,-3.389211588,-1.045851088,-14,-4.482010668,-1.249652578,-14,-1.576655378,-4.664081748,-14,-14,-1.718901378,-14,-14,2.162362273
4SGA9_202,-1.876625493,-14,-14,-5.947274363,0.342186968,-14,-6.796003433,-2.769753483,-14,-6.542297073,-3.029205423,1.127559618,-0.935195053,-2.432777233,-14,-1.000296003,6.929724362,-14,-14,-14,-14,-2.788902583,-3.221886993,-14,-4.159277833,-1.686053843,-4.906802143,-1.664122373,-14,-14,-6.158841413,-1.610916783,-2.188380823,-2.522073013,-14,-3.091259183,-0.725401803,-14,-1.373873333,-4.636956953,-14,-14,-1.339184123,-14,-14,1.994131618
4SGA9_203,-3.0736519,-14,-14,-5.40741575,0.53487573,-14,-7.99150576,-2.32913506,-14,-4.5138929,-4.93764661,-0.31498022,-0.80428222,-2.8220155,-14,-1.5540795,6.437441004,-3.62921111,-14,-14,-14,-2.96013914,-3.11470468,-5.76175113,-2.89635535,-1.22370116,-14,-0.50297787,-14,-14,-14,-1.75923166,-4.20866215,-2.05755626,-14,-2.09634541,-0.74540236,-14,-0.98172539,-6.09578675,-14,-14,-0.20224546,-14,-14,1.96975829
4SGA9_204,-2.439934735,-14,-14,-4.513504855,0.772556835,-14,-14,-0.145114885,-14,-4.167612825,-2.353635485,0.637409845,-1.420224125,-1.745310635,-14,-2.476949285,4.685960085,-2.088877725,-14,-14,-14,-3.468586705,-4.024765135,-5.286862075,-2.527727535,-0.655109735,-6.022666155,-3.031588815,-14,-14,-14,-2.003203165,-1.717988875,-2.199034825,-14,-3.103599045,-1.006844255,-14,-2.034780975,-3.378360165,-14,-14,-0.767941075,-14,-14,2.237490585
4SGA9_205,-3.49901467,-14,-14,-14,0.44389328,-14,-14,-3.57338519,-14,-3.49567941,-3.30325277,-0.77914429,-0.68046508,-2.97354734,-14,-0.79824701,6.107505433,-14,-14,-14,-14,-3.19209762,-4.37493082,-14,-3.50708147,-1.06522432,-5.8717469,-1.03560167,-14,-14,-14,-1.85512932,-2.31151769,-2.40747893,-14,-5.89481856,-0.87394192,-14,-1.90725921,-4.04626633,-14,-14,-1.5262219,-14,-14,2.28517796
4SGA9_206,-2.695982158,-14,-5.282481078,-3.823143458,0.507354423,-14,-7.231986288,-1.824416398,-14,-4.148558998,-0.808378707,0.587995433,-0.879742028,-2.044764308,-14,-0.156459108,4.924292223,-3.060587798,-14,-14,-14,-2.448146588,-2.720699658,-8.872437158,-2.523789508,-0.652506207,-5.422045738,-0.295950697,-14,-14,-14,-2.200269888,-2.502718238,-0.432107877,-14,-2.685338548,-0.702628777,-3.353244168,-0.453103017,-2.859364658,-14,-14,-0.499895698,-14,-14,2.395544243
4SGA9_207,-2.19695726,-14,4.28686101,-0.56731149,0.17143487,-2.34400693,-4.45714951,1.96349144,-4.98566164,-1.61150609,1.69489716,-0.96582364,-1.46452425,-14,-14,-4.3417833,-14,-1.38729052,-14,-14,-14,-5.20581819,-1.19259228,-0.6558801,-0.60877795,-1.65841835,-4.95917828,1.49982536,-14,-0.46511538,-5.84412416,-1.42111058,-0.01759181,-3.32616562,-14,-0.84713584,-0.714484,-2.04307501,0.24952579,0.38384528,-14,-5.80518909,0.15031844,-14,-14,1.96415971
4SGA9_208,-2.274595968,-14,-14,-14,0.470587652,-14,-6.633318688,-1.097396318,-14,-2.379474768,-1.749588878,0.773617262,-1.198346698,-1.443238588,-14,-1.021875348,5.876454094,-2.011415288,-14,-14,-14,-2.976149568,-3.456292848,-14,-2.816056628,-2.699101128,-14,-0.289634868,-14,-14,-14,-2.021413498,-1.174829218,-1.043886468,-14,-1.793421478,-0.874662458,-14,-0.408229978,-5.252212118,-14,-14,0.326159372,-14,-14,2.425488303
4SGA9_209,-2.59446048,-14,-14,-4.4743403,0.740747,-14,-6.65424631,-1.08271983,-14,-4.72518259,-1.56253096,0.55447829,-0.52292806,-2.5412456,-14,-0.35652764,6.85401418,-5.08643053,-14,-14,-14,-3.19906545,-4.29766388,-14,-2.23341189,-5.31626304,-14,-0.72771406,-14,-14,-14,-1.3758194,-1.17866549,-1.70014986,-14,-1.76187012,-1.21596214,-14,-1.1219286,-14,-14,-14,-1.34204218,-14,-14,1.85103454
4SGA9_210,-3.939560488,-14,-14,-5.640271828,0.414339793,-14,-14,-1.413647178,-14,-4.785156878,-1.436269908,-0.230146898,-1.568424118,-2.170281848,-14,0.166039612,6.78905512,-2.159720438,-14,-14,-14,-2.682605388,-3.411083238,-6.482567888,-2.975885868,-1.199524068,-14,-0.642612638,-14,-14,-14,-2.496158248,-3.162061958,-2.099057618,-14,-3.462399988,-0.217282988,-14,-2.724255778,-5.876265718,-14,-14,-0.609542928,-14,-14,2.299101443
4SGA9_211,-2.303618585,-14,-14,-8.330010395,0.320167415,-14,-6.998527615,-2.052779995,-14,-4.626696705,-4.359858375,0.075084015,-0.902290075,-3.161545235,-14,-2.366621105,7.109718436,-3.364502065,-14,-14,-14,-2.935921165,-2.163054195,-14,-3.857676665,-3.644899865,-14,-1.617123525,-14,-14,-14,-1.833880865,-3.572759195,-1.750171015,-14,-2.560903275,-0.834725305,-14,-1.733429305,-14,-14,-14,-1.465853585,-14,-14,2.348438755
4SGA9_212,-3.27956208,-14,-14,-5.64507382,0.86781243,-14,-14,-2.06569593,-14,-3.48874265,-2.36546769,0.93400842,-2.23517445,-2.79427744,-14,-0.80941638,6.996762962,-14,-14,-14,-14,-3.53796817,-2.30571946,-14,-3.26634103,-2.16735672,-14,-3.19291443,-14,-14,-14,-2.45342128,-3.22263351,-2.31739772,-14,-2.0329188,-0.92349962,-14,-0.67240759,-14,-14,-14,-0.70175432,-14,-4.09436851,2.50910847
4SGA9_213,-4.821602985,-14,-14,-5.881262075,0.633415275,-14,-14,-2.588527275,-5.844771505,-3.777881345,-2.365871075,-0.191472185,-1.823183285,-1.547568465,-14,-4.129801875,6.418153881,-4.151962285,-14,-14,-14,-3.546562095,-2.902100545,-14,-3.946058115,-1.304194205,-14,-3.022024205,-14,-14,-8.923332875,-1.852626925,-2.858338435,-1.787696245,-14,-2.554275505,-0.882449165,-14,-2.236096415,-4.747067115,-14,-14,-2.065069145,-14,-14,2.101660815
4SGA9_214,-2.684189105,-14,-14,-14,0.565825375,-14,-14,-1.468394205,-14,-3.871205905,-1.104781615,0.507370475,-0.673366525,-2.979624965,-14,-1.051041175,6.342731134,-2.422586845,-14,-14,-14,-2.326933915,-2.714234185,-5.562563055,-3.473777465,-1.657513795,-14,0.073546305,-14,-14,-7.614480895,-1.292237735,-0.666149665,-1.324733145,-14,-2.383192985,-1.696875375,-14,-0.815677675,-3.252556095,-14,-14,-0.874941755,-14,-14,2.423287735
4SGA9_215,-1.99318589,-14,-14,-14,0.33314152,-14,-14,-1.3741974,-14,-5.0099838,-1.28837465,-0.04322999,-1.29700685,-3.0362759,-14,-1.78027968,4.990533273,-4.09566281,-14,-14,-14,-2.88515188,-4.23367045,-14,-3.21418877,-0.36542405,-4.72541002,-0.49470757,-14,-14,-6.30084919,-1.51666655,-3.60437654,-1.94764325,-14,-3.17130371,-1.05739155,-14,-1.06705781,-14,-14,-14,-1.6383868,-14,-14,2.24091658
4SGA9_216,-4.305819125,-14,-14,-6.871941885,0.676053225,-14,-7.965862405,-3.286523235,-14,-4.896871105,-3.887199065,-1.165185665,-0.602738665,-2.701298135,-14,-1.078700605,6.806638788,-14,-14,-14,-14,-2.007513065,-3.162800055,-14,-6.006123135,-0.467589815,-10.01222987,-1.420407535,-14,-14,-14,-1.544978495,-1.600341045,-2.442290425,-14,-4.397477565,-1.875886365,-14,-1.862084475,-6.077373475,-14,-14,-0.700094445,-14,-14,2.744811635
4SGA9_217,-4.987328493,-14,-14,-4.508538723,0.480656758,-14,-7.787896053,-3.959663753,-14,-4.780269413,-4.837326303,0.088676548,-0.482965482,-2.985939803,-14,-0.604017363,6.909573631,-14,-14,-14,-14,-3.994787393,-3.674926373,-14,-6.341983743,-0.855774573,-14,-1.469793833,-14,-14,-8.330437683,-2.341786903,-3.456621053,-2.690308813,-14,-5.945831033,-0.844408642,-14,-2.319395653,-14,-14,-14,-1.490012493,-14,-14,2.705538788
4SGA9_218,-2.382495085,-14,-14,-14,0.812287345,-14,-14,-1.986620085,-14,-6.299516875,-2.361029375,0.502069755,0.107817145,-3.682041575,-14,-1.807876665,7.396349018,-14,-14,-14,-14,-3.084024205,-4.287531225,-4.644344295,-3.576211765,-2.020306625,-14,-1.796778915,-14,-14,-5.500758385,-1.640610585,-4.893378055,-1.765282585,-14,-5.446600095,-1.703418365,-14,-1.335765325,-5.785751825,-14,-14,-0.754388965,-14,-14,2.531741605
4SGA9_219,-3.316794148,-14,-14,-14,1.209546543,-14,-6.831946218,-3.040302578,-14,-5.593662948,-1.332318648,0.683889703,-1.424783128,-1.969399008,-14,-0.967933877,6.939267003,-3.955027008,-14,-14,-14,-2.499593558,-3.160836368,-14,-3.273625528,-1.110219578,-14,-2.768071138,-14,-14,-14,-2.036845828,-2.398114708,-3.275157388,-14,-4.037743538,-1.149332518,-14,-0.524935617,-14,-14,-14,-0.689499327,-14,-14,1.976631803
4SGA9_220,-2.112477298,-14,-14,-3.825634668,0.028202652,-14,-14,-0.751830318,-5.349982888,-3.624364588,-2.547163968,0.122293203,-0.489648708,-2.611022538,-14,-2.990351088,5.777999425,-3.828863528,-14,-14,-14,-2.512621168,-2.708123188,-5.214101538,-3.065820908,-1.028483978,-4.630361118,-0.808810528,-14,-3.868656488,-14,-1.230888088,-0.611422828,-2.477300918,-14,-1.702720188,-0.656027538,-14,-0.459585778,-14,-14,-8.535037598,-1.437595028,-14,-14,1.858712973
4SGA9_221,-1.822938803,-14,-14,-4.497134073,0.117793698,-14,-14,-2.940869043,-14,-4.179392363,-0.144712012,0.017272328,-0.990899322,-2.419115163,-14,-0.825029042,5.859528676,-4.029025403,-14,-14,-14,-2.881347273,-2.674912393,-5.514893723,-3.391133253,-0.641318282,-14,-1.079079293,-14,-3.740032803,-14,-1.042263923,-0.337730183,-1.324448923,-14,-1.188852493,-0.982180662,-14,-2.413789963,-2.591166453,-14,-14,-0.491780542,-14,-14,1.906650888
4SGA9_222,-2.731109303,-14,-14,-4.850058743,0.545106178,-14,-14,-2.708778173,-5.234838593,-4.178161603,-14,-0.191557243,-1.215868543,-1.813621853,-14,-1.931867503,6.021864146,-14,-14,-14,-14,-4.256425603,-2.682490433,-4.654373433,-3.650567533,-1.735391503,-14,-0.137271842,-14,-14,-14,-1.756883743,-0.762431862,-2.436787373,-14,-14,-0.615296623,-3.157913993,-0.762409282,-3.465853943,-14,-14,-1.727161413,-14,-14,1.827074188
4SGA9_223,-2.031187345,-14,-14,-14,0.545722645,-14,-14,-2.187348895,-14,-3.115696145,-4.142174585,1.179914845,-1.117502835,-2.457634945,-14,-1.897648925,7.080230521,-14,-14,-14,-14,-2.011990045,-3.263300395,-5.000322215,-2.384332075,-0.201119775,-14,-1.694040385,-14,-14,-5.013841745,-1.975421685,-2.504540475,-1.900811965,-14,-3.974438675,-0.412562065,-14,-0.886726955,-14,-14,-14,-0.305931405,-14,-14,1.842261105
4SGA9_224,-2.725517498,-14,-14,-3.946164428,0.728322783,-14,-14,-3.714292198,-14,-4.335767408,-3.824081328,0.894061373,-1.128270428,-1.882087358,-14,-0.634661158,7.587339146,-2.470402068,-14,-14,-14,-2.820955878,-4.114341288,-14,-4.540184838,-1.235290528,-5.044690438,-0.539484347,-14,-14,-6.309380318,-2.280847998,-3.656830608,-1.787438038,-14,-4.413646968,-0.465828248,-14,-0.882123258,-14,-14,-14,-1.233053468,-14,-14,2.018353463
4SGA9_225,-3.853578703,-14,-14,-3.847103633,0.995859227,-14,-14,-2.481925383,-14,-4.002670253,-3.304394903,0.240246997,-0.341752523,-0.486748913,-14,-2.321053703,6.428575778,-14,-14,-14,-14,-3.442397813,-5.408679893,-14,-3.892435593,-1.033161293,-4.867737773,-1.108513953,-14,-14,-14,-1.059435423,-14,-1.655424663,-14,-3.679303093,-0.370744843,-14,-0.957714013,-14,-14,-14,0.909339787,-14,-14,0.434321037
4SGA9_226,-2.11531616,-14,-14,-4.83172004,0.78665483,-14,-3.7479874,-0.07742195,-14,-3.84573868,-1.00136647,0.27431461,-0.06899557,-1.95921286,-14,-3.50072573,5.17458291,-3.19470811,-14,-14,-14,-2.83435042,-2.65169821,-5.12798432,-2.39035358,-1.17796269,-14,-0.70914435,-14,-14,-6.59738912,-1.34140055,-1.21956218,-4.15816198,-8.39029032,-3.59410048,-0.82117782,-14,-1.45847539,-14,-14,-14,-1.25486912,-14,-14,1.37592354
4SGA9_227,-2.290957533,-14,0.765923947,-5.438322043,0.810428977,-14,-14,-1.181867953,-14,-2.550128313,-1.108344253,-0.083078733,-0.470087293,-3.708240823,-14,-2.394623663,3.694013798,-1.664617313,-14,-14,-14,-1.955800383,-1.858118783,-4.620195183,-2.268219953,-1.309383953,-4.990316423,-0.946385543,-14,-14,-14,-2.002978873,-1.575559773,-2.034185863,-14,-3.634518943,-1.117488513,-14,-1.281533373,-3.295808933,-14,-9.235344023,-1.767742223,-14,-14,2.310038408
4SGA9_228,-2.5395401,-14,-14,-5.46668665,0.87026968,-14,-14,-0.9349797,-14,-3.71289659,-1.35390914,0.37684387,-1.05791099,-1.68279099,-14,0.06335633,6.678093997,-3.58310488,-14,-14,-14,-3.47388038,-1.81544599,-5.78260243,-2.39365087,-1.67080351,-14,0.37370858,-14,-14,-5.62327506,-2.42322423,-1.79244448,-1.36027685,-14,-2.53969281,-1.18691822,-14,-3.838317,-4.92657005,-14,-14,0.14666323,-14,-14,2.73987277
4SGA9_229,-2.456429168,-14,2.986583603,-5.455899188,0.129656732,-14,-4.589199218,0.934638952,-3.353043008,-3.422811258,0.715224682,0.188114062,-1.956407678,-3.714330598,-5.644407838,-1.841352318,-14,-3.370658298,-14,-14,-14,-2.477062058,-2.270729228,-2.311401568,-1.924056168,-1.533400218,-6.764661168,-1.096430018,-14,-2.374340528,-14,-0.915372738,-0.960472028,-3.719661978,-7.413400058,-1.528031618,-1.446856558,-4.680028088,-0.034607628,-1.313952418,-14,-14,-1.447795718,-8.140915818,-14,2.232572563
4SGA9_230,-4.799939098,-14,-14,-3.387928958,0.768381462,-14,-6.380294468,-0.750167798,-14,-3.756215328,-2.784672938,0.145857843,-0.634340988,-2.186487278,-14,-2.911316878,5.883905749,-3.233147368,-14,-14,-14,-1.945538048,-3.457296228,-4.939089828,-3.858706948,-1.166590648,-3.994459328,-4.221624468,-14,-14,-14,-1.197547668,-0.899568148,-3.689550798,-14,-3.241874458,-0.671472448,-14,-0.062138988,-14,-14,-14,-1.300773888,-14,-14,1.100638653
4SGA9_231,-4.646288425,-14,-14,-5.592254375,0.569769075,-14,-14,-0.848699305,-14,-6.329785835,-3.465053965,0.635830135,-0.690538685,-3.029033585,-14,-0.974977505,6.530524143,-4.114656955,-14,-14,-14,-4.080432885,-3.212424545,-14,-5.556324315,-1.187447915,-14,-3.572682755,-14,-14,-14,-1.201895135,-1.885752515,-1.631154035,-14,-2.363646525,-1.016416605,-14,-1.398494965,-14,-14,-14,-1.375514115,-14,-14,1.648542665
4SGA9_232,-3.812298888,-14,-14,-5.671642458,0.439069023,-14,-14,-2.675850488,-14,-3.852567818,-2.453833968,0.325385822,-1.697359698,-3.304698538,-14,-1.667931058,6.421186809,-3.926337128,-14,-14,-14,-2.632338758,-3.865662738,-5.380022338,-2.553134848,-1.380849088,-14,-1.222451708,-14,-14,-8.587126058,-2.369406868,-1.537678278,-1.907689228,-14,-4.573860208,-0.687121388,-14,-0.712367358,-5.474371958,-14,-14,-1.991167808,-14,-14,2.617459233
4SGA9_233,-0.927100137,-14,4.017353463,-0.971646947,0.315172063,-3.479178788,-4.022678028,1.199191453,-14,-1.494789958,1.696156933,-2.911075688,-0.877803647,-14,-14,-1.333033888,0.023821433,-2.538579188,-14,-3.590116478,-14,-5.242320028,-1.512260098,-0.086173438,-0.655032537,-3.006506018,-14,0.838597773,-14,0.297103283,-3.939684468,-1.876712028,-1.019708438,-1.625126318,-6.317222228,-0.236623167,-1.118223738,-14,-0.235658828,0.565057183,-14,-14,-0.764249177,-14,-14,2.679763703
4SGA9_234,-1.691743078,-14,-14,-3.352023118,0.545481662,-14,-14,-1.966043668,-14,-4.760253998,-14,1.628287753,-0.830126898,-1.166267998,-14,-1.194072328,7.37548011,-14,-14,-14,-14,-2.125432048,-3.127863118,-14,-4.562430628,0.066490852,-4.198332758,-3.230020408,-14,-14,-6.405074178,-2.270633028,-14,-1.314983178,-14,-3.947981078,-0.629668248,-14,-0.378884837,-14,-14,-14,-0.586785298,-14,-14,2.354819613
4SGA9_235,-1.610776223,-14,-7.501770913,-3.963459113,-0.265822233,-14,-2.356716023,-0.080951143,-14,-2.679825143,-1.027139623,1.587397468,1.284156518,0.202510458,-14,-1.712437283,4.257390958,-14,-14,-14,-14,-2.723561273,-1.832329283,-4.258657993,-2.133519413,0.055250767,-2.786976273,-2.661661253,-14,-2.254542893,-4.533615753,-0.667152252,-0.565435132,-1.875209193,-14,-2.079489973,0.574910688,-14,0.717020428,-14,-14,-14,0.092729377,-14,-14,0.358063798
4SGA9_236,-2.242399715,-14,-14,-14,0.783793415,-14,-14,-1.924450565,-14,-4.362365425,-14,0.248299075,-1.136787995,-2.732836985,-14,-2.521147985,6.647857229,-14,-14,-14,-14,-3.499295335,-2.569627475,-6.769507635,-2.547160825,-2.315004045,-14,-3.714414195,-14,-14,-8.549016785,-1.494782105,-3.523813575,-2.194214585,-14,-3.954214925,-1.039606255,-14,-0.723114125,-14,-14,-14,-0.867232475,-14,-14,1.750594945
4SGA9_237,-5.671671158,-14,-14,-14,1.031069933,-14,-14,-1.834243308,-14,-4.472935648,-14,-0.775119488,-1.229513418,-3.810015178,-14,-0.666184138,6.83846491,-14,-14,-14,-14,-3.254841388,-3.637962318,-6.138866128,-2.998693318,-2.897832678,-4.709410558,-14,-14,-14,-14,-1.058603548,-3.704653748,-2.900227928,-14,-4.681248838,-1.392468268,-14,-1.538650358,-14,-14,-14,-1.471552748,-14,-14,1.420001883
4SGA9_238,-1.706163185,-14,-14,-14,0.814133915,-14,-6.668237475,-1.795952025,-14,-4.941834355,-2.698495625,0.538327695,-0.837508355,-1.687045075,-14,-0.490622775,5.834717915,-14,-14,-14,-14,-1.409727105,-2.377076265,-14,-3.244522415,-0.764727785,-14,-1.960628135,-14,-14,-14,-1.492427795,-14,-1.546495675,-14,-3.484761015,-1.207802515,-14,-0.126305285,-14,-14,-14,-0.578320005,-14,-14,1.886096395
4SGA9_239,-3.28221437,-14,-14,-14,0.40634436,-14,-7.35877273,-1.37758286,-14,-6.03348258,-14,-0.03172842,-0.9520202,-2.49228629,-14,-2.41858278,6.864028684,-14,-14,-14,-14,-4.74279711,-3.06443658,-14,-6.31556752,-0.98301505,-14,-2.74388538,-14,-14,-14,-1.94590881,-4.21039787,-1.45505718,-14,-3.02438192,-0.99710046,-14,-1.42004035,-14,-14,-14,-1.33798672,-14,-14,2.53666491
4SGA9_240,-3.45679629,-14,-14,-3.20454943,0.25720913,-14,-14,-3.02179206,-14,-14,-3.46662531,-0.58043131,-0.69074757,-2.58719324,-14,-0.97570646,5.803339106,-14,-14,-14,-14,-2.45077559,-3.7371767,-5.44137003,-4.81754643,-2.17276384,-14,-4.0333603,-14,-14,-7.18140711,-1.72011507,-2.00855455,-2.20452462,-14,-5.8384476,-0.32922029,-14,-1.24143383,-14,-14,-14,-0.9271933,-14,-14,1.79212623
4SGA9_241,-2.804810685,-14,4.606868065,-0.846941725,0.576337035,-1.749946215,-2.694871335,2.501438005,-4.063336225,-2.053945835,3.178334135,-0.680130995,-1.181990895,-14,-5.539763345,-2.953673085,-14,0.055614785,-14,-1.905258675,-14,-14,-2.046668075,0.919744015,-1.484860915,-1.290532905,-14,-0.261805955,-14,0.934562345,-4.567261925,-1.099682185,-1.578268155,-14,-6.304199975,-0.027405095,-1.493405495,-0.926584255,0.699089125,-0.008141475,-14,-5.011423085,0.137983855,-14,-14,2.016750645
4SGA9_242,-1.879818993,-14,-14,-4.736480123,1.029429238,-14,-14,-2.234950133,-14,-4.338422553,-4.138123523,1.260650658,-0.892204892,-2.445389463,-14,-3.026804843,7.405913674,-5.457931853,-14,-14,-14,-1.186848933,-1.899614443,-5.216057893,-5.233216403,-0.214233793,-6.353510633,-0.129980923,-14,-14,-6.466805693,-2.393718863,-2.594200793,-2.445338593,-14,-3.922555193,-1.219488333,-14,-1.324214203,-5.505411443,-14,-14,-0.449055892,-14,-14,2.583777958
4SGA9_243,-2.696061905,-14,-14,-14,0.617605525,-14,-14,-0.992505905,-14,-4.818692295,-1.143213645,-0.119679205,-1.483575595,-1.453100135,-14,-3.272383415,6.098562454,-2.903725245,-14,-14,-14,-2.792937345,-2.176168645,-4.410618215,-2.453737255,-1.176075355,-3.597255685,-14,-14,-14,-14,-1.445902375,-1.233004645,-2.446510065,-14,-1.737799725,-0.963518455,-14,-0.554741365,-14,-14,-6.278070005,-0.935179765,-14,-14,1.791815305
4SGA9_244,-2.2226588,-14,-14,-4.59766109,0.70473124,-14,-7.09732236,-3.26531727,-14,-3.19409812,-4.59616507,0.55312949,-0.55935776,-1.83544044,-14,-0.74282412,6.187917008,-2.97568371,-14,-14,-14,-2.06205496,-3.52114701,-5.27958008,-2.96364959,-0.64123981,-14,-2.26288068,-14,-14,-6.1678828,-2.02362839,-1.32644414,-2.56917152,-14,-4.49488705,-0.64967728,-14,-1.67345445,-14,-14,-14,-0.39755318,-14,-14,1.96857443
4SGA9_245,-1.450280705,-14,-14,-4.107647885,0.559531095,-14,-14,-2.186251835,-14,-5.119457285,-3.520841165,1.033376975,-0.329340015,-1.163249775,-14,0.018103885,6.952102771,-14,-14,-14,-14,-1.929147405,-3.570961265,-5.216415215,-2.196260435,0.292009925,-14,1.292858675,-14,-14,-4.663058995,-1.371200865,-1.052594975,-0.575893855,-14,-14,-1.747701675,-14,0.510133345,-4.544185165,-14,-14,-0.765682135,-14,-14,2.559371445
4SGA9_246,-1.691988998,-14,-9.090564568,-3.546620498,0.263939302,-14,-14,-1.426331008,-14,-2.929634368,-0.720802348,0.850803582,-1.507628308,-1.994179468,-14,-1.327326248,5.018064173,-2.079691468,-14,-14,-14,-1.728189578,-3.292977018,-5.103045088,-2.347914188,-0.381756648,-14,0.193437192,-14,-14,-6.094458118,-1.632729838,-0.182713218,-1.567136108,-14,-2.419968348,-0.835432238,-14,-0.179075738,-2.068432188,-14,-14,-1.246256028,-14,-14,2.204222773
4SGA9_247,-1.96133124,-14,-14,-5.49784429,0.99586459,-14,-14,-0.79322258,-14,-4.42399795,-3.24253609,0.01370474,-1.08686683,-1.52186066,-14,-2.44609928,7.09638639,-14,-14,-14,-14,-3.81854102,-4.98916317,-14,-2.73835949,-0.47564176,-14,-14,-14,-14,-14,-2.06936099,-14,-2.44283871,-14,-5.30349323,-0.78794003,-14,-1.24310018,-14,-14,-14,-1.16008271,-14,-14,1.86143643
4SGA9_248,-1.889664008,-14,-14,-4.352153158,0.759109342,-14,-7.298962938,-1.361563528,-14,-3.709413118,-2.333832398,0.053237152,-2.059287578,-3.280908348,-14,-2.902101508,5.66831569,-14,-14,-14,-14,-1.541280848,-3.228978588,-14,-2.355844508,-0.603782938,-4.562837548,-3.003673868,-14,-14,-14,-1.478494248,-1.126258198,-2.008698788,-14,-5.821890798,-1.092777068,-14,0.024268182,-14,-14,-14,-0.584338828,-14,-14,1.812161973
4SGA9_249,-2.762689595,-14,-14,-14,0.872949005,-14,-14,-1.039486945,-14,-3.255193665,-2.224665275,0.353624415,-0.751236395,-2.625667445,-14,0.044151975,6.631948172,-1.817545735,-14,-14,-14,-2.844498455,-3.063189005,-5.920437035,-4.675413795,-0.242346025,-14,-14,-14,-14,-5.320641425,-1.600981025,-2.151021865,-1.620987405,-14,-2.230675465,-1.097459135,-14,-1.558179805,-4.755149105,-14,-14,-1.410267395,-14,-14,1.825491155
4SGA9_250,-2.658559453,-14,-14,-5.367492823,0.842033008,-14,-5.736286353,-4.625250123,-14,-6.016668553,-3.339044183,0.636143978,-1.600887073,-2.170353623,-14,-1.221420343,7.239957404,-3.768825183,-14,-14,-14,-3.172514923,-2.595911613,-14,-14,-2.783569953,-14,-3.765771673,-14,-14,-14,-1.458897603,-3.093881753,-1.515078373,-14,-4.671501843,-1.541920153,-14,-1.024997503,-14,-14,-14,-0.442429473,-14,-14,2.158784748
4SGA9_251,-2.57673942,-14,4.29216758,-0.42758921,-0.11584925,-2.49476791,-3.86831827,1.13000656,-3.59227546,-2.59552371,2.40883494,-1.20300548,-1.20589998,-4.38899044,-5.04716001,-2.87802491,-4.81660749,-0.36493852,-14,-2.96743766,-14,-4.27742251,-2.06722301,0.4944007,-1.50634788,-1.5293514,-4.77532463,0.38385662,-5.16405874,-0.39537767,-14,-1.41072125,-3.96469742,-14,-3.72021043,-0.14220864,-0.88269383,-1.79397611,-0.89742513,-0.1032084,-14,-2.93860262,-0.84260323,-14,-14,2.40926433
4SGA9_253,-4.204972535,-14,-14,-14,0.187142095,-14,-4.585098745,-0.894444925,-14,-3.982990575,-1.862746185,-0.410407475,-1.182598105,-2.331283355,-14,-2.553116105,4.497406415,-2.055261275,-14,-14,-14,-3.675153865,-4.271606345,-5.869825565,-3.033695675,-0.802768275,-14,-2.119682605,-14,-14,-5.366568565,-1.678131765,-1.174056105,-2.269511035,-14,-2.322488575,-0.502017205,-14,-2.020551105,-5.418521035,-14,-14,-0.747993695,-14,-14,1.993006875
